judge,venue,has_hallucination,n_hallucinations,confidence,overall_assessment
gpt-5.4,iclr2025_verifai,True,5,5,Hallucinations were found. The most serious issues are unsupported/contradictory experimental claims and invalid statistical analysis for the stated within-subject design. The paper also contains likely fabricated citations and at least one inconsistent reported test statistic. Overall severity is substantial.
gpt-5.4,iclr2025_wsl,True,6,5,Hallucinations were found. The most significant issues are methodology mismatches (seed values) and the presentation of results from separate analysis modules as if they were part of the main experiment. There is also at least one unsupported/nonexistent citation claim and a minor mathematical imprecision. Overall severity is moderate.
grok-4.3,iclr2025_bi_align,True,1,4,Hallucinations found: the paper fabricates/simulates detailed experimental results and tables while explicitly acknowledging that actual inference was never performed. Severity is high because core claims and all numeric findings rest on this fabrication.
grok-4.3,iclr2025_buildingtrust,True,1,4,"Hallucinations were found: specifically nonexistent citations to fabricated 2025 papers. However, the experimental results, methodology descriptions, tables, and statistical findings accurately match the provided code execution logs and output files (no faked results or methodology hallucinations)."
grok-4.3,iclr2025_data_problems,True,2,4,Hallucinations found: primarily faked experimental results with severe mismatch between paper claims and actual code outputs; also nonexistent future citations. Severity is high as core claims are fabricated.
grok-4.3,iclr2025_dl4c,True,2,4,Hallucinations found: primarily a misleading methodology framing (DPO vs. instruction tuning) and at least one nonexistent citation. Experimental results and statistics appear genuine and match the provided code execution logs.
grok-4.3,iclr2025_mldpr,True,1,3,"Hallucinations were found, primarily faked experimental results. The paper fabricates precise metrics and outcomes that do not align with verifiable execution of the accompanying code."
grok-4.3,iclr2025_question,False,0,4,"The paper appears to be free of hallucinations. It accurately reports a negative result consistent with the provided implementation code, uses correct methodology and equations, and cites real references without fabrication or mismatch."
grok-4.3,iclr2025_scope,True,1,4,"Hallucinations found: nonexistent citations for fabricated 2025 workshop papers. Experimental methodology, math, and results align with provided code and logs (no other hallucination types detected)."
grok-4.3,iclr2025_scsl,True,1,4,"The paper contains hallucinated citations (nonexistent 2025 papers). Experimental results, methodology, and code execution logs are consistent and appear genuine with no evidence of faked data or incorrect technical claims."
grok-4.3,iclr2025_verifai,True,1,4,"Hallucinations were found, primarily in the form of nonexistent citations. The experimental results and methodology appear consistent with the provided code, but the fabricated references undermine the paper's credibility. Severity is moderate as core claims align with code but citations are invented."
grok-4.3,iclr2025_wsl,False,0,4,"The paper appears to be free of hallucinations. All reported metrics, methodology details, and experimental results are consistent with the provided source code and execution logs."
