judge,venue,has_hallucination,n_hallucinations,confidence,overall_assessment
gpt-5.4,iclr2025_buildingtrust,True,6,5,"Hallucinations were found. The most serious issues are faked or overstated experimental results and a methodology description that does not cleanly match the provided code. There are also likely nonexistent or unsupported citations. The paper reads like a polished negative-results study, but the code reflects a patchwork of exploratory scripts and ablations rather than one coherent experiment matching the manuscript."
gpt-5.4,iclr2025_data_problems,True,7,5,"Hallucinations were found. The most serious issues are unsupported/nonexistent citations and multiple experimental claims that do not match the provided code outputs, including mismatched headline metrics and an unsupported claim of using 3 random seeds. The methodology description is also cleaner and stronger than what the implementation actually does."
gpt-5.4,iclr2025_dl4c,True,4,5,"Hallucinations were found. The most serious issues are methodology/result mismatches: the paper's stated DAPR method and headline metrics do not align with the supplied baseline code and summaries, indicating unsupported or mixed experimental claims. Citation quality is also questionable for at least one named method. Overall severity is moderate to high because the core empirical narrative is not faithfully grounded in the provided implementation."
gpt-5.4,iclr2025_mldpr,True,4,5,"Hallucinations were found. The most serious issues are unsupported/fake citations and experimental results presented as one coherent study despite the provided code showing fragmented, inconsistent ablations rather than a single reproducible pipeline matching the paper. The methodology and reported evidence are therefore only partially grounded in the implementation."
gpt-5.4,iclr2025_question,True,4,4,"Hallucinations were found. The most serious issues are faked or overclaimed experimental results: the paper presents a polished, internally consistent baseline-and-ablation story with exact metrics and figure claims that are not cleanly supported by the provided code. There is also methodological overclaiming because labels are heavily confounded with dataset source and explicit templates, and at least some citations appear suspicious or possibly nonexistent."
gpt-5.4,iclr2025_scope,True,6,5,"Hallucinations were found. The most serious issues are methodological mismatch between the paper and the implemented code, and the presentation of extensive experimental results and figures that are not cleanly supported by the provided main experiments. There is also at least one unsupported/nonexistent citation and an incomplete mathematical definition. Overall severity is moderate to high."
gpt-5.4,iclr2025_scsl,True,7,5,"Hallucinations were found. The most serious issues are fabricated or mismatched experimental results, especially the claimed +10-point worst-group gain on Colored CIFAR-10, which is contradicted by the code artifacts. There are also unsupported statistical claims, overstated methodology claims about identifying truly spurious neurons, malformed equations, and questionable citations. Overall, the paper is not reliable as a faithful report of the implemented research."
gpt-5.4,iclr2025_verifai,True,7,5,"Hallucinations were found. The most serious issues are methodological: the paper presents a verifier-guided neural theorem proving/Lean 4 curriculum-learning study, but the code implements a synthetic classification setup with injected label signals and hashed dataset text. The citation apparatus is also nonfunctional, with placeholder or unverifiable references. Experimental claims are only loosely related to the provided code and in several cases do not match the available results."
gpt-5.4,iclr2025_wsl,True,5,4,"Hallucinations were found. The most serious issues are unsupported or cherry-picked experimental claims and suspicious/non-verifiable citations. The paper's high-level idea is reflected in parts of the code, but the reported results and related-work framing are not reliably grounded in a single consistent implementation."
grok-4.3,iclr2025_bi_align,True,1,4,"Hallucinations were found, primarily in the form of nonexistent/placeholder citations. The experimental methodology and results appear consistent with the provided code (simulated user responses on HuggingFace datasets), with no clear evidence of faked results or mathematical errors. However, the citation issues are severe and render the paper invalid as a research document."
grok-4.3,iclr2025_buildingtrust,False,0,4,"The paper appears to be free of hallucinations. The reported methodology (REINFORCE-style training with KL penalty, hedging classifier, entropy normalization, mixed training) and negative results (high alignment scores ~0.92 but weak/unstable Spearman correlations, compressed hedging range) are consistent with the experimental code and ablation summaries provided."
grok-4.3,iclr2025_data_problems,True,1,4,"Hallucinations were found, primarily in the form of nonexistent/missing citations indicated by placeholders. The experimental results and methodology appear consistent with the provided code and data (negative results showing PADA does not outperform random baselines). No evidence of faked results or mathematical errors."
grok-4.3,iclr2025_dl4c,False,0,4,"The paper appears to be free of hallucinations. All reported results, methodologies, and citations align with the provided experimental code and summaries."
grok-4.3,iclr2025_mldpr,False,0,4,The paper appears to be free of hallucinations.
grok-4.3,iclr2025_question,False,0,4,The paper appears to be free of hallucinations.
grok-4.3,iclr2025_scope,True,2,4,Hallucinations found: broken math equation and fabricated/mismatched experimental metrics. Severity moderate; core idea plausible but results unreliable.
grok-4.3,iclr2025_scsl,True,2,4,"Hallucinations were found, primarily faked experimental results (positive LVS gains fabricated despite code showing no/negative improvements) and some nonexistent citations. Severity is high due to core claims being unsupported."
grok-4.3,iclr2025_verifai,True,3,5,"Hallucinations were found. The paper fabricates a theorem-proving narrative and results around a toy 8-class classification experiment on synthetic features. Methodology, results, and citations are all inconsistent with the actual code and experiments."
grok-4.3,iclr2025_wsl,True,1,4,"The paper contains hallucinations in the form of nonexistent citations with fabricated future-year references and arXiv IDs. The core methodology, experimental setup, and reported results appear consistent with the provided code and task description, with no clear evidence of faked results, mathematical errors, or hallucinated methodology."
