judge,venue,type,description,evidence,type_norm
claude-opus-4.6,iclr2025_dl4c,Hallucinated Methodology,"The paper's Related Work section references 'TraceCoder (Huang et al., 2026)' which appears to be a nonexistent future paper (dated 2026). This citation does not appear in the references section of the paper.","In the idea.md file under Related Work: 'TraceCoder (Huang et al., 2026) uses traces for multi-agent debugging but focuses on runtime instrumentation rather than learning transferable debugging representations.' This paper from 2026 does not exist and is not cited in the paper's reference list.",Hallucinated Methodology
claude-opus-4.6,iclr2025_mldpr,Nonexistent Citations,"The paper uses placeholder citation markers ('?') throughout instead of actual citations. While the paper references seminal works like 'Datasheets for Datasets', 'Data Cards', analyses of '7,433 Hugging Face dataset cards', '32,111 model cards', 'technical debt in ML systems', and other works, none of these are properly cited with author names, years, or publication venues (except for Goodfellow et al., 2016 in the references). The inline citations appear as bold question marks (**?**), making it impossible to verify whether the claimed findings from these works are accurate. Several specific claims are made about these uncited works (e.g., finding that 'Considerations for Using the Data' section receives the least content among 7,433 dataset cards) that cannot be verified.","Seminal works proposing ""Datasheets for Datasets"" ( **?** ) and ""Data Cards"" ( **?** ) have established frameworks for systematic documentation. Despite widespread advocacy, recent analyses reveal significant gaps: **?** found that among 7,433 Hugging Face dataset cards, the ""Considerations for Using the Data"" section receives the least content, while **?** documented similar patterns across 32,111 model cards.",Nonexistent Citations
claude-opus-4.6,iclr2025_mldpr,Hallucinated Methodology,"The paper reports the main correlation as Spearman ρ = 0.664 (p < 0.01) across 15 datasets. However, examining the code and experimental results reveals inconsistencies. The paper's Section 3 states the train/val/test split is '68%/12%/20%', but the code uses test_size=0.2 (20%) then test_size=0.15 on the remaining 80%, giving approximately 68%/12%/20% - this is consistent. However, the paper claims documentation debt scores for real-world datasets are 'assigned based on documentation completeness assessment: IMDB (0.15), Yelp Polarity (0.25), and Rotten Tomatoes (0.35)' but these scores are arbitrarily assigned in the code without any actual documentation completeness assessment methodology being described or implemented.","For real-world datasets, we assign scores based on documentation completeness assessment: IMDB (0.15), Yelp Polarity (0.25), and Rotten Tomatoes (0.35).",Hallucinated Methodology
claude-opus-4.6,iclr2025_mldpr,Faked Experimental Results,"The paper reports in the Appendix Section A that the full pipeline with noise injection has ρ = 0.689 (p = 0.004), but the main text reports ρ = 0.664 (p < 0.01) for the full pipeline. These are inconsistent values for what should be the same experiment. The noise ablation experiment code shows the 'with_noise' condition yields Spearman ρ = 0.6893, while the main baseline experiments consistently show ρ = 0.6643. The paper appears to conflate results from different experimental configurations (the noise ablation uses a different debt scoring method for real-world datasets compared to the main experiments).","Figure 3 presents the critical noise ablation in detail. The left panel shows the full pipeline with noise injection (ρ = 0.689, p = 0.004), demonstrating a clear positive trend. The right panel shows synthetic data generated without noise (ρ = 0.079, p = 0.781)",Faked Experimental Results
claude-opus-4.6,iclr2025_mldpr,Hallucinated Methodology,"The paper describes the Documentation Debt framework as scoring 'documentation completeness across key dimensions including data provenance, known limitations, and collection methodology.' However, the actual implementation does not assess any real documentation. For synthetic datasets, the debt score is computed purely from data generation parameters (noise level, class imbalance, missing rate) using a fixed formula. For real-world datasets, scores are hardcoded constants (IMDB=0.15, Yelp=0.25, Rotten Tomatoes=0.35). No actual documentation analysis is performed - the paper misleadingly frames a data quality metric as a documentation quality metric.","We define documentation debt as a weighted combination of undisclosed data quality issues. For synthetic datasets with controlled parameters (noise level n, class imbalance c, missing rate m), we compute: DebtScore = 0.4 · min(n/2, 1) + 0.35 · |c − 0.5| · 2 + 0.25 · m, where weights reflect relative importance based on prior work on dataset bias (**?**).",Hallucinated Methodology
claude-opus-4.6,iclr2025_mldpr,Mathematical Errors,"The paper states the train/val/test split is '68%/12%/20%' in the Appendix Section G. However, the code performs a 20% test split first, then a 15% validation split from the remaining 80%, yielding 68%/12%/20%. While the final percentages match, the paper also states 'stratified splitting 68%/12%/20%' but the code only applies stratification to the first split (train/test), not to the second split (train/val) in the main experiments. The stratification ablation code does apply it to both splits, but the main experiment code does not consistently do so.","All experiments used: Adam optimizer (β1 = 0.9, β2 = 0.999); hidden dimension 64 with two layers; dropout rates 0.3 and 0.2; early stopping patience 5; stratified splitting 68%/12%/20%.",Mathematical Errors
claude-opus-4.6,iclr2025_mldpr,Faked Experimental Results,"The paper reports Adam optimizer parameters as β1 = 0.9, β2 = 0.999 in the experimental details (Appendix G). However, the code uses the default PyTorch Adam parameters which are β1 = 0.9, β2 = 0.999. While β1 is correct, the standard PyTorch default for β2 is 0.999, so this is actually consistent. However, the paper claims the stratification ablation shows ρ = 0.546 with stratification and ρ = 0.471 without (Section 4), but the actual ablation code results show ρ = 0.5464 and ρ = 0.4714 respectively. The paper rounds these differently in different places - in Section 4 it says 'removing stratification (ρ = 0.471)' but the Appendix B says 'With stratification, we achieve ρ = 0.546, while random splitting yields ρ = 0.471.' These are from a different experimental run than the main results (which report ρ = 0.664), creating confusion about which numbers correspond to which experiments.",Other ablations show more modest effects: removing stratification (ρ = 0.471) or using single seeds (ρ = 0.482) reduces but does not eliminate correlation.,Faked Experimental Results
claude-opus-4.6,iclr2025_question,Hallucinated Methodology,"The paper describes the probe architecture as a 'two-layer MLP (768 → 256 → 4)' but the actual code implements a three-layer MLP with architecture (768 → 256 → 128 → 4). The code shows: nn.Linear(input_dim, hidden_dim) [768→256], nn.Linear(hidden_dim, hidden_dim // 2) [256→128], nn.Linear(hidden_dim // 2, num_classes) [128→4]. This is a two-hidden-layer network, not a two-layer MLP as described.","The probe is a two-layer MLP (768 → 256 → 4) with batch normalization, GELU activations, and dropout (0.4).",Hallucinated Methodology
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper claims the TF-IDF baseline achieves 92.7% accuracy, but the actual experimental results from the code show the TF-IDF baseline achieved 92.67% (0.9267) test accuracy. While this rounds to 92.7%, the paper also claims TF-IDF achieves 'perfect accuracy on temporal limitations' (100%), which matches the code results (1.0 for temporal_contextual_limitation). However, the paper claims TF-IDF 'struggles most with factual gaps (78.7% accuracy)' - the code results show 0.7867 which rounds to 78.7%. These numbers are consistent with the code. This specific claim is NOT a hallucination upon closer inspection.",TF-IDF achieves 92.7% accuracy—only 6 percentage points below the neural approach.,Faked Experimental Results
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper reports that removing query modification templates drops accuracy from 98.7% to 74.3%. The actual ablation results from the code show the baseline with templates achieved 98.67% (0.9867) and the no-templates ablation achieved 74.33% (0.7433). These round correctly to the reported values. However, the paper claims specific per-class breakdowns: 'reasoning ambiguity drops from 100% to 54.7%, and temporal limitations from 100% to 52.0%'. The actual code results show reasoning_path_ambiguity dropped to 0.547 (54.7%) and temporal_contextual_limitation dropped to 0.520 (52.0%), while factual_gaps remained at 0.973 (97.3%) and underspecification at 0.933 (93.3%). The paper states factual gaps stayed at 97.3% which matches, but claims underspecification remained at 93.3% which also matches. These are consistent.","reasoning ambiguity drops from 100% to 54.7%, and temporal limitations from 100% to 52.0% (near random chance for 4 classes), while factual gaps (97.3%) and underspecification (93.3%) remain relatively stable.",Faked Experimental Results
claude-opus-4.6,iclr2025_question,Hallucinated Methodology,"The paper states the dataset split is '70%/15%/15%' but the code uses test_size=0.3 for the first split (giving 70%/30%), then test_size=0.5 for the second split (splitting the 30% into 15%/15%). So the actual split is 70%/15%/15%, which matches. This is NOT a hallucination upon closer inspection.",We evaluate on stratified train/validation/test splits (70%/15%/15%),Hallucinated Methodology
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper claims 'The balanced dataset contains 75 test samples per class' in the Figure 1 caption. Looking at the code, the dataset has approximately 2000 examples total (500 per type), with a 70/15/15 split giving approximately 300 test samples. With 4 classes of ~500 each, the test set would have ~75 per class. The confusion matrix in the ablation results consistently shows approximately 75 samples per class. This appears consistent.",The balanced dataset contains 75 test samples per class.,Faked Experimental Results
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper reports 'ECE of 0.090' for the full UARR system and states in Table 1 that 'No Feature Normalization' has ECE of 0.143. The code results for the no_feature_normalization ablation show test ECE of 0.1433, which rounds to 0.143. The full UARR ECE from the code is 0.0901, which the paper rounds to 0.090. These are consistent. However, the paper reports 'No Templates' has ECE of 0.089 in Table 1, while the actual code results show the no-templates ablation has test ECE of 0.0886, which rounds to 0.089. This is consistent.",Full UARR 0.987 0.090 0.993; No Feature Normalization 0.973 0.143 0.993; No Templates 0.743 0.089 0.765,Faked Experimental Results
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper reports in Table 1 that 'TF-IDF Features' achieves test accuracy of 0.927, ECE of 0.120, and routing precision of 0.970. The actual code results show test accuracy of 0.9267 (rounds to 0.927), but the test ECE from the code is 0.0953 (not 0.120), and the routing precision is 0.9582 (not 0.970). The ECE and routing precision values reported in Table 1 for TF-IDF do not match the experimental code results.",TF-IDF Features 0.927 0.120 0.970,Faked Experimental Results
claude-opus-4.6,iclr2025_question,Faked Experimental Results,"The paper states 'Mean pooling achieves 98.7% versus 95.7% for last-token' in the pooling strategy comparison. The code results show mean pooling achieved 0.9867 (98.67%, rounds to 98.7%) and last-token pooling achieved 0.9567 (95.67%, rounds to 95.7%). These are consistent with the paper's claims.",Mean pooling achieves 98.7% versus 95.7% for last-token,Faked Experimental Results
claude-opus-4.6,iclr2025_scope,Faked Experimental Results,"The paper reports PKO achieves Spearman correlations of 0.884 (WikiText), 0.838 (AG News), and 0.828 (Code) as final values. However, examining the actual experimental results across multiple seeds in the code, the values vary: seed 0 gives (0.8745, 0.8173, 0.8471), seed 1 gives (0.8812, 0.8284, 0.8386), and the best node gives (0.8835, 0.8383, 0.8278). The paper cherry-picks specific values and presents them as definitive results without acknowledging the variance across seeds. More importantly, the paper claims Top-K precision of 0.60-0.71 (Figure 1E), but the actual code results show values like wikitext: 0.667-0.694, ag_news: 0.706-0.740, code: 0.568-0.602, which don't consistently match the claimed range.","Paper states: 'PKO achieves final Spearman correlations of 0.884 (WikiText), 0.838 (AG News), and 0.828 (Code).' and 'Top-K precision (0.60–0.71)'. The code's research_summary.json shows varying results across seeds, with the best node reporting wikitext: 0.8835, ag_news: 0.8383, code: 0.8278 for Spearman, and Top-K precision of wikitext: 0.6933, ag_news: 0.7056, code: 0.6018.",Faked Experimental Results
claude-opus-4.6,iclr2025_scope,Faked Experimental Results,"The paper's ablation study in Figure 2 reports specific CDCS contribution values for each component (attention masking +0.227, MSE loss +0.155, self-attention +0.040, ranking loss +0.045, positional encoding +0.017, domain-specific batch normalization +0.018). These precise contribution numbers are not directly computed in any single ablation experiment. The ablation experiments each compare baseline vs. removing one component, but the 'contribution' values reported in the paper don't match the actual CDCS differences observed. For example, the attention masking ablation shows CDCS dropping from ~0.82 to ~0.60 (a difference of ~0.22, roughly matching +0.227), but the self-attention ablation shows baseline CDCS of 0.8326 vs no-attention CDCS of 0.7925 (difference of 0.0401, matching +0.040). However, the paper claims removing MSE causes CDCS to drop from 0.83 to approximately 0.67, which would be a contribution of ~0.16, roughly matching +0.155. The issue is that these are presented as precise values in a single figure without acknowledging they come from different baseline runs with different random seeds and slightly different baseline CDCS values.","Paper Figure 2 states: 'Attention masking contributes most (+0.227 CDCS)... MSE loss contributes +0.155 CDCS... Self-attention contributes +0.04 CDCS'. The ablation code results show varying baseline CDCS values across different ablation experiments (ranging from 0.82 to 0.84), making the precise contribution numbers approximate rather than exact.",Faked Experimental Results
claude-opus-4.6,iclr2025_scope,Faked Experimental Results,"The paper claims 'Random pair sampling for ranking loss significantly outperforms alternatives (CDCS 0.830 vs. 0.735 for grid pairs vs. 0.605 for consecutive pairs)'. While the actual ablation experiment does show this ordering, the specific values reported in the paper are rounded/adjusted versions. The actual experimental results show random_pairs CDCS: 0.8297, consecutive_pairs CDCS: 0.6046, grid_pairs CDCS: 0.7348. The paper rounds these to 0.830, 0.605, and 0.735 respectively, and claims a '37% relative improvement from worst to best strategy', but (0.830-0.605)/0.605 = 37.2%, which is approximately correct. This is a minor discrepancy but the values are presented as exact when they are rounded.","Paper states: 'Random pair sampling for ranking loss significantly outperforms alternatives (CDCS 0.830 vs. 0.735 for grid pairs vs. 0.605 for consecutive pairs), as consecutive tokens often have similar importance values providing weak gradient signal.' Actual ablation results: random_pairs CDCS: 0.8297, consecutive_pairs CDCS: 0.6046, grid_pairs CDCS: 0.7348.",Faked Experimental Results
claude-opus-4.6,iclr2025_scope,Hallucinated Methodology,"The paper describes the importance definition as 'the average attention weight received: yi = (1/(H·T')) Σ_h Σ_{t>i} α_{t,i}^(h)' which implies averaging over future positions t>i and all heads H. However, the actual code computes importance differently: it averages attention weights across all layers and heads, then sums across the query dimension (dim=1), not restricting to future positions. The code computes: all_attn.mean(dim=(0,2)) which averages over layers and heads, then importance = avg_attn.sum(dim=1) which sums over the query positions (all positions, not just future ones). This is a fundamentally different importance definition than what the paper describes.","Paper Section 3 states: 'yi = (1/(H·T')) Σ_h Σ_{t>i} α_{t,i}^(h)'. The actual code in compute_importance_scores: 'all_attn = torch.stack(attention_weights, dim=0); avg_attn = all_attn.mean(dim=(0, 2)); importance = avg_attn.sum(dim=1); importance = importance / (importance.max(dim=-1, keepdim=True)[0] + 1e-8)'. This sums over all query positions, not just future ones.",Hallucinated Methodology
claude-opus-4.6,iclr2025_scope,Hallucinated Methodology,"The paper states in Section G (Implementation Details): 'Ground-truth importance is computed from DistilBERT's final layer attention weights averaged across all heads and future positions.' However, the code computes importance from ALL layers' attention weights (not just the final layer), as it stacks all attention weights and averages across layers. Additionally, it does not restrict to 'future positions' - it sums across all query positions.","Paper Appendix G: 'Ground-truth importance is computed from DistilBERT's final layer attention weights averaged across all heads and future positions.' Code: 'all_attn = torch.stack(attention_weights, dim=0)' stacks ALL layer attention weights, and 'avg_attn = all_attn.mean(dim=(0, 2))' averages across all layers and heads.",Hallucinated Methodology
claude-opus-4.6,iclr2025_scope,Hallucinated Methodology,"The paper describes the PKO architecture as using 'hidden dimension 256' in Appendix G, but the actual PKOPredictor code uses hidden_dim=768 (matching DistilBERT's hidden dimension). The predictor MLP has layers of sizes (768+128, 256, 64, 1), where 256 is an intermediate MLP dimension, not the main hidden dimension.","Paper Appendix G: 'The PKO architecture uses: hidden dimension 256, 4 attention heads, 1D convolution with kernel size 3, and dropout rate 0.1.' Code: 'model = PKOPredictor(hidden_dim=768, num_domains=3)' and the predictor uses 'nn.Dropout(0.2)' not 0.1.",Hallucinated Methodology
