judge,venue,type,description,evidence,type_norm
claude-opus-4.6,iclr2025_data_problems,Hallucinated Methodology,"The paper claims the demographic lexicon is derived from WinoBias with '20 occupations paired with gender-indicating pronouns and modifiers' producing '1,800 (demographic, occupation) pairs per configuration.' However, the actual code configuration (config.py) shows 60 occupations and 30 demographic tokens, which would produce 60 × 30 = 1,800 pairs. The paper's claim of '20 occupations' is inconsistent with the code's 60-occupation lexicon. The 1,800 pairs number is correct but derived from 60 × 30, not from 20 occupations as stated.","Paper states: 'A curated demographic-occupation lexicon derived from WinoBias (Zhao et al., 2018) was used: 20 occupations paired with gender-indicating pronouns and modifiers. Window-based co-occurrence counting (window_size = 10, Laplace smoothing alpha = 0.5) produced 1,800 (demographic, occupation) pairs per configuration.' Code config.py shows 60 occupations in occupation_lexicon and 30 demographic tokens in demographic_lexicon. The experiment log confirms: 'Lexicons: 60 occupations, 30 demographics' and 'Computed log-odds matrix for C1: 1800 pairs'.",Hallucinated Methodology
claude-opus-4.6,iclr2025_data_problems,Hallucinated Methodology,"The paper describes the entropy metric as H(occupation|demographic) throughout, but the code (entropy_measure.py) actually computes H(Demographic|Occupation) — i.e., the conditional entropy of demographic tokens given occupation tokens, which is the reverse conditioning. The code's EntropyMeasure class docstring says 'Compute H(Demographic | Occupation)' and the compute_conditional_entropy method computes drv.entropy_conditional(Y_arr, X_arr) where Y=demographic and X=occupation, yielding H(Y|X) = H(demographic|occupation). The paper's notation H(occupation|demographic) is reversed from what the code actually computes.","Paper Section 3.4: 'Conditional demographic-occupation association entropy was computed as: H(occupation|demographic) = -sum_{d,o} P(d,o) log_2 P(o|d)'. Code entropy_measure.py: class docstring says 'Compute conditional entropy H(Demographic | Occupation) via sliding-window co-occurrence' and the method returns 'drv.entropy_conditional(Y_arr, X_arr)' where Y_arr is demographic indices and X_arr is occupation indices, computing H(demo|occ). The validation report also says 'H(Demographic | Occupation)'. The paper's formula and notation are inconsistent with the actual computation.",Hallucinated Methodology
claude-opus-4.6,iclr2025_data_problems,Mathematical Errors,"The paper reports a Spearman p-value of 1.4 × 10^-24 for a correlation computed across 5 data points (C1-C5). With only n=5 observations, the minimum possible p-value for Spearman correlation is much larger (approximately 0.0167 for a perfect rank correlation with n=5). The reported p-value of 1.4 × 10^-24 is impossibly small for n=5 and appears to come from computing the Spearman correlation at the pair level (n=1,800 pooled pairs) rather than at the configuration level as described. The paper acknowledges this in passing for H-M1 ('The p-value is computed at the pair level (n = 1,800 demographic-occupation pairs pooled across configurations)') but presents the same p-value for H-E1 without this clarification, creating a misleading impression of the statistical evidence.","Paper states: 'Spearman rho = -1.0 (p = 1.4 x 10^-24) across C1-C5, indicating perfect rank-order monotonicity among the five fastText filtering configurations.' For n=5, the exact Spearman test cannot produce p < 0.01. The terminal log for H-M1 confirms: 'rho=1.0000, p=0.0000' with 'pvalue': 1.4042654220543672e-24, which is the scipy output when the correlation is computed across 1800 pairs pooled, not across 5 configuration-level means.",Mathematical Errors
claude-opus-4.6,iclr2025_dl4c,Nonexistent Citations,"The paper cites 'GHPO [Guo et al., 2025]' described as addressing sparse reward settings in GRPO with heuristic modifications. The paper itself marks this as '[Citation unverified]' in the references. There is no verifiable publication matching 'GHPO: Heuristic Policy Optimization for Sparse Reward Settings in GRPO' by Guo et al.","Guo, D., Yang, D., Zhang, H., et al. GHPO: Heuristic policy optimization for sparse reward settings in GRPO. *arXiv preprint*, 2025. [Citation unverified]",Nonexistent Citations
claude-opus-4.6,iclr2025_dl4c,Nonexistent Citations,"The paper cites 'DRIVE [Zhu et al., 2025]' as proposing curriculum-based difficulty ordering for GRPO code training. The paper itself marks this as '[Citation unverified]'. There is no verifiable publication matching 'DRIVE: Curriculum-based reinforcement learning for code generation with GRPO' by Zhu et al.","Zhu et al. DRIVE: Curriculum-based reinforcement learning for code generation with GRPO. *arXiv preprint*, 2025. [Citation unverified]",Nonexistent Citations
claude-opus-4.6,iclr2025_dl4c,Nonexistent Citations,"The paper cites 'PRLCoder [Ye et al., 2025]' claiming it applies process reward and reports a +5.1% improvement on MBPP. The paper marks this as '[Citation unverified]'. There is no verifiable publication matching 'PRLCoder: Process-supervised reinforcement learning for code generation' by Ye et al. with these specific claims.","Ye et al. PRLCoder: Process-supervised reinforcement learning for code generation. *arXiv preprint*, 2025. [Citation unverified]",Nonexistent Citations
claude-opus-4.6,iclr2025_dl4c,Nonexistent Citations,"The paper cites 'Afterburner [Du et al., 2025]' with arXiv ID 2505.23387, claiming it reports that SFT initialization is a necessary precondition for GRPO on competitive programming tasks. The arXiv ID 2505.23387 does not correspond to a verifiable paper called 'Afterburner' about reinforcement learning for code efficiency optimization by Du et al.","Du, M., Tuan, L. T., Liu, Y., et al. Afterburner: Reinforcement learning facilitates self-improving code efficiency optimization. *arXiv preprint arXiv:2505.23387*, 2025.",Nonexistent Citations
claude-opus-4.6,iclr2025_dl4c,Mathematical Errors,"The paper claims the variance ratio ρ at T=5, q=0.5 is approximately 1.65, but computing the formula gives a different result. ρ(0.5, 5) = 0.5×0.5 / (5 × 0.5^5 × (1-0.5^5)) = 0.25 / (5 × 0.03125 × 0.96875) = 0.25 / 0.15137 ≈ 1.65. This is actually correct. However, the claim that ρ at T=5, q=0.3 is approximately 17.3 can be checked: ρ(0.3, 5) = 0.3×0.7 / (5 × 0.3^5 × (1-0.3^5)) = 0.21 / (5 × 0.00243 × 0.99757) = 0.21 / 0.01212 ≈ 17.3. This is also correct. The claim that the variance ratio ranges from 5 to 20 for q ∈ [0.3, 0.55] and T=5 is approximately correct. No mathematical error found here upon verification.","At T = 5 and q = 0.5, ρ ≈ 1.65. At T = 5 and q = 0.3, ρ ≈ 17.3.",Mathematical Errors
claude-opus-4.6,iclr2025_dl4c,Nonexistent Citations,"PPOCoder is cited as 'Shojaee et al., 2023' published in 'Findings of ACL/EMNLP' and marked '[Citation unverified]'. While PPOCoder does exist as a real paper by Shojaee et al., the venue attribution may be inaccurate — it was published at ACL 2024 (not 2023 Findings of ACL/EMNLP). The self-flagging as unverified and the incorrect venue/year combination is notable.","Shojaee, M., Jain, A., Tipirneni, S., and Reddy, C. K. PPOCoder: Execution-based code generation using proximal policy optimization. *Findings of ACL/EMNLP*, 2023. [Citation unverified]",Nonexistent Citations
claude-opus-4.6,iclr2025_mldpr,Faked Experimental Results,"The paper reports specific numerical results (n=758, coverage=0.918, r=0.989, p=5.77e-101, CI [0.985, 0.994], weighted mean=0.169, unweighted mean=0.229) that do not match the actual experimental outputs. The actual results JSON files show conflicting numbers: one run produced n=760 with Pearson r=0.577 (gate FAILED), another produced n=753 with mean DTS=1.000 and Pearson r=NaN. The experiment log shows the first run had 'Mean DTS score: 1.000' and 'Coverage rate (>0): 1.000' with simulated human annotations producing r=NaN. The final results file (h_e1_results.json in the results directory) does show r=0.989, but this was computed as a proxy correlation between weighted and unweighted scores, while the earlier experiment_results.json shows r=0.577 with a gate that FAILED. The paper selectively reports the r=0.989 result while the experiment_results.json shows the gate actually failed with r=0.577. The paper claims 'Both criteria were met' but the experiment_results.json shows gate_passed: false.","From experiment_results.json: '""pearson_r"": 0.5768360796770213' and '""gate_result"": {""gate_passed"": false, ""failure_code"": ""VALIDATION_BELOW_THRESHOLD"", ""failure_message"": ""Pearson r 0.577 < threshold 0.7""}'. The paper states: 'Both criteria were met' and reports 'proxy Pearson r of at least 0.70... r = 0.989 (p = 5.77 x 10^-101)'",Faked Experimental Results
claude-opus-4.6,iclr2025_mldpr,Faked Experimental Results,"The paper reports collecting 496 HuggingFace datasets, but the experiment logs are inconsistent. The first experiment.log (in the code directory) shows 491 HF datasets collected with a total corpus of 753, while the second experiment.log shows 496 HF datasets with a total of 758. The experiment_results.json shows n_datasets=760 with 498 HuggingFace datasets. These inconsistencies suggest multiple runs with cherry-picked results.","First experiment.log: '[HF] Collected 491 datasets', '[Full] Corpus saved: ./data/corpus.csv (753 rows)'. Second experiment.log: '[HF] Collected 496 datasets', '[Full] Corpus saved: ../data/corpus.csv (758 rows)'. experiment_results.json: '""n_datasets"": 760, ""n_by_repo"": {""huggingface"": 498}'",Faked Experimental Results
claude-opus-4.6,iclr2025_mldpr,Nonexistent Citations,"The paper cites 'Rondina et al., 2025' as the primary source for the Data Transparency Scorecard (DTS) framework. The paper itself acknowledges this citation 'has not been independently confirmed in Semantic Scholar or other literature databases.' This is likely a nonexistent or fabricated citation, as the entire DTS framework with its specific weights (Motivation=1.0, Composition=0.9, Collection=2.1, Preprocessing=1.8, Uses=1.5, Distribution=0.7) depends on this unverifiable source.",Paper states: 'Rondina et al. (2025). [UNVERIFIED -- Title and venue not confirmed. Cited as the primary source for the Data Transparency Scorecard (DTS) framework...]' and 'It should be noted that Rondina et al. (2025) has not been independently confirmed in Semantic Scholar or other literature databases at the time of writing',Nonexistent Citations
claude-opus-4.6,iclr2025_mldpr,Nonexistent Citations,"The paper cites 'Oreamuno et al., 2024' for the statistic that 71.52% of HuggingFace Hub dataset cards have substantial undocumented sections. The paper itself marks this as unverified.","Paper states: 'Oreamuno et al. (2024). [UNVERIFIED -- Title and venue not confirmed. Cited as reporting that 71.52% of HuggingFace Hub dataset cards have substantial undocumented sections via binary field presence checks on n = 6,758 cards. Manual verification required before submission.]'",Nonexistent Citations
claude-opus-4.6,iclr2025_mldpr,Hallucinated Methodology,"The paper describes the DTS scoring formula as using an indicator function I[section_s > 0] (binary: section present or not), but the actual code in scorer.py computes section coverage as a continuous value (present fields / total fields per section) and uses that continuous value in the weighted sum, not a binary indicator. The formula in the paper does not match the implementation.","Paper states: 'DTS_w = sum(w_s * I[section_s > 0]) / sum(w_s) where w_s is the DTS weight for section s and I[.] is the indicator function.' But scorer.py computes: 'section_coverages[section] = present / len(fields)' and 'weighted_score = sum(DTS_WEIGHTS[s] * section_coverages[s] for s in DTS_SECTIONS) / _WEIGHT_SUM' — using continuous coverage rates, not binary indicators.",Hallucinated Methodology
claude-opus-4.6,iclr2025_mldpr,Faked Experimental Results,"The paper claims the scatter plot (Figure 3) shows 'weighted vs. unweighted DTS scores on the 120-dataset validation subsample', but the actual data in the results JSON (h_e1_results.json in the results directory) shows 'human_scores_for_viz' values that are clearly unweighted scores (multiples of 1/21 ≈ 0.04762), not human annotations. Meanwhile, the earlier experiment's h_e1_results.json contains simulated human scores with noise added. The paper presents these proxy/simulated scores as if they constitute meaningful validation.","The human_scores_for_viz in the final results contain values like 0.047619047619047616, 0.2857142857142857, 0.14285714285714285 — these are exact fractions of 1/21, consistent with unweighted scoring (fields present / 21 total fields), not human annotations. The paper labels Figure 3 as 'Scatter plot of weighted vs. unweighted DTS scores' but the figure title says 'Human vs. Automated DTS Scores' with axis label 'Human DTS Score'.",Faked Experimental Results
claude-opus-4.6,iclr2025_question,Hallucinated Methodology,"The paper claims to use 'net-contradiction scoring (P(contradiction) − P(entailment)) with sentence-level max aggregation for dialogue and QA' but the actual code does not implement net-contradiction scoring or sentence-level aggregation. The code in evaluate.py uses raw P(contradiction) scores directly (scores[:, contradiction_idx]) without subtracting P(entailment), and the model.py predict() function scores entire premise-hypothesis pairs without any sentence-level tokenization or max aggregation. The run_experiment.py passes full premises and hypotheses to model.predict() without any sentence splitting.","In evaluate.py: 'p_contradiction = scores[:, contradiction_idx]' — this is raw P(contradiction), not P(contradiction) - P(entailment). In model.py predict(): 'pairs = list(zip(premises, hypotheses))' followed by 'scores = self.model.predict(pairs, ...)' — no sentence-level splitting. The paper states: 'score = P(contradiction) − P(entailment)' and 'Each (context, sentence) pair is scored independently, and the maximum net-contradiction score is taken as the response-level score.'",Hallucinated Methodology
claude-opus-4.6,iclr2025_question,Hallucinated Methodology,"The paper claims 'A window of the three most recent dialogue turns is used as the premise' for dialogue tasks, but the code uses the 'knowledge' field directly as the premise without any dialogue windowing. The config.py shows premise_fields for dialogue is 'knowledge', and data.py loads this field directly without any turn windowing logic.","In config.py: 'premise_fields: Dict[str, str] = field(default_factory=lambda: {""dialogue"": ""knowledge"", ...})'. In data.py load_task(): 'premises_raw: List[str] = ds[premise_col]' where premise_col is 'knowledge'. There is no code implementing last-3-turn context windowing anywhere in the codebase.",Hallucinated Methodology
claude-opus-4.6,iclr2025_question,Nonexistent Citations,"The paper cites 'ORION [Gerner et al., 2025]' with arXiv:2504.15771, claiming it 'demonstrated F1 = 0.83 on RAGTruth using post-hoc NLI encoders without generation.' This appears to be a fabricated or nonexistent reference. The arXiv ID 2504.15771 would correspond to April 2025, and the specific claims about ORION achieving F1=0.83 on RAGTruth cannot be verified. The author name 'Gerner' and the paper title 'ORION grounded in context' do not correspond to any known published work.","[Gerner et al., 2025] Gerner, E. et al. ORION grounded in context: Retrieval-based method for hallucination detection. *arXiv:2504.15771*, 2025.",Nonexistent Citations
claude-opus-4.6,iclr2025_question,Hallucinated Methodology,"The paper reports Near-Uniform % values of 0.005% for dialogue and summarization, and 0.015% for QA in Table 2, but the actual h-m1 results show near-uniform proportions of 0.00005 (0.005%), 0.00015 (0.015%), and 0.00005 (0.005%) respectively. While the percentages match, the paper's Table 2 header says 'Near-Uniform %' but the actual near_uniform_threshold used in the code is 0.05 (checking if all three NLI scores are within 0.05 of 1/3), not the 1% of maximum entropy criterion described in the paper's table note ('Near-uniform threshold: score entropy within 1% of maximum').","Table 2 note: 'Near-uniform threshold: score entropy within 1% of maximum.' But the code in analyze.py uses: 'near_uniform_mask = np.all(np.abs(scores_nxt3 - 1/3) < config.near_uniform_threshold, axis=1)' where config.near_uniform_threshold = 0.05. This is a simple absolute deviation check, not an entropy-based criterion.",Hallucinated Methodology
claude-opus-4.6,iclr2025_scope,Faked Experimental Results,"The paper reports ICC sensitivity values for epsilon=0.05 as 0.9878 and epsilon=0.1 as 0.9857, but the actual experiment results JSON shows ICC for epsilon=0.05 as 0.9852791294355129 and epsilon=0.1 as 0.9871582290539348. The paper rounds/reports these incorrectly - specifically, the paper swaps the relative ordering (claiming 0.05 > 0.1 when the data shows 0.05 < 0.1) and the values don't match even accounting for rounding.","Paper states: 'ICC(3,k) sensitivity across epsilon values: 0.9862 (epsilon = 0.001), 0.9846 (epsilon = 0.01), 0.9878 (epsilon = 0.05), 0.9857 (epsilon = 0.1).' But experiment_results.json shows: '0.05': {'icc3k': 0.9852791294355129} and '0.1': {'icc3k': 0.9871582290539348}. The actual values round to 0.9853 and 0.9872, not 0.9878 and 0.9857 as reported.",Faked Experimental Results
claude-opus-4.6,iclr2025_scope,Nonexistent Citations,The paper references 'Act-LoRA (unverified citation; see notes)' and later acknowledges in limitations (L6) that 'The Act-LoRA citation (actlora2025mdpi) was not verified via Semantic Scholar.' This is a self-acknowledged potentially nonexistent citation that is used to make comparative claims in the related work section.,"**Act-LoRA** (unverified citation; see notes) uses layer-wise L2 activation norms for binary layer selection... **L6: Act-LoRA citation unverified (severity: low).** The Act-LoRA citation (actlora2025mdpi) was not verified via Semantic Scholar. Author names, title, volume, and DOI require manual verification before submission.",Nonexistent Citations
claude-opus-4.6,iclr2025_scope,Nonexistent Citations,"Szatkowski et al. (2025) is cited with arXiv:2509.00454, which would correspond to a September 2025 paper. Given the paper's experimental logs are dated May 2026, this could be a real preprint, but the arXiv ID format 2509.00454 is suspicious as it implies September 2025 and the title 'Universal properties of activation sparsity in modern large language models' cannot be verified. The author list is unusually long and specific for an unverifiable future paper.","Szatkowski, F., Bedkowski, P., Devoto, A., Dubinski, J., Minervini, P., Piorczyński, M., Scardapane, S., and Wojcik, B. (2025). Universal properties of activation sparsity in modern large language models. arXiv:2509.00454.",Nonexistent Citations
claude-opus-4.6,iclr2025_scope,Hallucinated Methodology,"The paper claims H-M3 experiments were 'not executed in this work' but the code and experiment logs show that H-M3 was actually attempted and crashed (exit code 137, indicating OOM kill). The paper presents this as a deliberate design choice ('designated future work') rather than acknowledging the experiment was attempted but failed.","Paper: 'Whether this fingerprint predicts rank requirements and enables efficient allocation remains empirically open; the corresponding experiments (H-M3, H-M4) were not executed in this work.' But h-m3 experiment.log shows: 'EXPERIMENT COMPLETE (exit=137, ts=2026-05-10T10:16:41+00:00)' - exit code 137 indicates the process was killed (OOM), meaning the experiment was attempted but failed.",Hallucinated Methodology
claude-opus-4.6,iclr2025_scsl,Hallucinated Methodology,"The paper claims the experiment used seed=42 throughout (Abstract: 'single run with seed = 42', Section 4.2 table: 'Random seed | 42', Section 5: 'single run with seed = 42', Section 6.1: 'single experimental run (seed = 42)'). However, the actual code uses seed=1 as the default (SEED = 1 in run_experiment.py), and the experiment log confirms 'H-E1 Experiment | device=cuda | seed=1'. The paper misreports the random seed used in the experiment.",Paper Section 4.2: 'Random seed | 42'. Code run_experiment.py: 'SEED = 1'. Experiment log: 'H-E1 Experiment | device=cuda | seed=1',Hallucinated Methodology
claude-opus-4.6,iclr2025_scsl,Hallucinated Methodology,The paper states in Section 4.4 that 'A test suite of 67 unit and integration tests was run; all 67 passed' and 'Implementation planning compliance: 8/8 coding tasks completed (100%)'. There is no evidence in the provided code or logs of any test suite. These claims appear to be fabricated or at least unverifiable from the provided materials.,Paper Section 4.4: 'A test suite of 67 unit and integration tests was run; all 67 passed. Implementation planning compliance: 8/8 coding tasks completed (100%).',Hallucinated Methodology
claude-opus-4.6,iclr2025_scsl,Hallucinated Methodology,"The paper states the codebase comprises 'approximately 786 lines across six source files (dataset.py: 122 lines; model.py: 89; train.py: 154; evaluate.py: 162; visualize.py: 259; run_experiment.py: ~200)'. These line counts do not match the actual provided code files. For example, the provided visualize.py has approximately 200 lines, not 259, and the other counts appear inflated or inaccurate as well.",Paper Section 4.4: 'The codebase comprises approximately 786 lines across six source files (dataset.py: 122 lines; model.py: 89; train.py: 154; evaluate.py: 162; visualize.py: 259; run_experiment.py: ~200)',Hallucinated Methodology
claude-opus-4.6,iclr2025_scsl,Hallucinated Methodology,"The paper claims 'PyTorch 2.10+cu128' as the framework version in Section 4.2. As of the knowledge cutoff, PyTorch versions have not reached 2.10 (the latest stable versions are in the 2.x range with single-digit minor versions like 2.0, 2.1, 2.2, 2.3, etc.). This version number appears fabricated.","Paper Section 4.2 table: 'Framework | PyTorch 2.10+cu128, Python 3.10'",Hallucinated Methodology
claude-opus-4.6,iclr2025_verifai,Faked Experimental Results,"The paper reports detailed P(True) logprob extraction results, ECE computations, DELTA_ECE values, temperature scaling analysis, and bootstrap confidence intervals (Sections 5.2, 5.3, 5.4), but the code provided contains NO implementation of P(True) extraction, ECE computation, temperature scaling, or bootstrap confidence intervals. The code only implements solution generation (h_e1/generate_solutions.py), EvalPlus correctness evaluation (h_e1/evaluate_solutions.py), tier stratification (h_e1/analyze_tiers.py), and visualization (h_e1/visualize.py). The experiment logs confirm the pipeline stopped at the H-E1 gate (tier viability check) and never proceeded to any P(True) or ECE computation phase. The first experiment run failed entirely ('GATE FAIL — Pipeline stopping'), and the second run only completed tier statistics. Yet the paper reports precise values like ECE(hard)=0.4887, ECE(easy)=0.4852, DELTA_ECE=+0.0034 for Llama3, P(True) mean/std/correlation values, temperature scaling T* values, and M-sensitivity results that could not have been produced by the provided code.","The experiment logs show: 'H-E1 GATE RESULT: FAIL ✗ Models passing: 0/3' and '✗ H-E1 GATE FAIL — Pipeline stopping'. The paper claims in Section 5.2: 'Llama3-8B... ECE(hard)=0.4887, ECE(easy)=0.4852, DELTA_ECE=+0.0034, 95% CI [-0.0074, +0.0133], p-value=0.256' and Section 5.1.2: 'P(True) extraction produces non-degenerate confidence distributions... Llama3-8B mean(c)=0.4989, std(c)=0.0669, r(c, correctness)=+0.197'. No code for P(True) extraction or ECE computation exists in the codebase.",Faked Experimental Results
claude-opus-4.6,iclr2025_verifai,Faked Experimental Results,"The paper reports '5,730 (problem, solution) pairs' for P(True) extraction and claims 'P(True) extraction approximately 4 minutes for 5,730 pairs on H100', but the total number of pairs should be 542 problems × 5 solutions = 2,710 pairs per model, or 8,130 total across 3 models. The number 5,730 doesn't correspond to any natural grouping from the experimental setup described.","Section 5.1.2 states: 'P(True) extraction produces non-degenerate confidence distributions for all three models across 5,730 (problem, solution) pairs'. With 542 problems and k=5, each model has 2,710 pairs. 5,730 doesn't equal 2,710 (one model), 5,420 (two models), or 8,130 (three models).",Faked Experimental Results
