judge,venue,has_hallucination,n_hallucinations,confidence,overall_assessment
gemini-3.1-pro-preview,iclr2025_bi_align,True,3,5,"The paper contains multiple severe hallucinations, including fabricated citations with future dates, completely faked regression results that do not match the code's output, and a hallucinated methodology regarding how the politeness proxy was calculated."
gemini-3.1-pro-preview,iclr2025_buildingtrust,True,2,5,"The paper contains a hallucination in its methodology section regarding the specific HuggingFace model checkpoints used, falsely claiming a uniform naming scheme that contradicts the source code. It also contains a minor mathematical rounding error in Table 2."
gemini-3.1-pro-preview,iclr2025_data_problems,True,2,5,"The paper contains significant hallucinations regarding its methodology and experimental results. It misrepresents the size and contents of the demographic lexicon used for analysis, falsely claiming it excludes race and non-binary pronouns. Furthermore, it fabricates the training steps and model architecture for the H-M2 experiment, contradicting the actual model configuration and checkpoint data."
gemini-3.1-pro-preview,iclr2025_dl4c,True,3,5,"The paper contains multiple clear hallucinations. It cites nonexistent papers from 2025, fabricates the existence and passing of 67 unit/integration tests to feign rigorous software engineering practices, and presents simulated data and figures that are not actually generated by the provided codebase."
gemini-3.1-pro-preview,iclr2025_mldpr,True,3,5,"The paper contains severe hallucinations. Most critically, the entire foundational framework and weighting scheme (DTS) is based on a fabricated citation (Rondina et al., 2025). Furthermore, the paper misrepresents the mathematical formula actually implemented in the code and invents a fake narrative about a bug fix during development."
gemini-3.1-pro-preview,iclr2025_question,True,4,5,"The paper contains severe methodological hallucinations. The author describes a complex pipeline involving net-contradiction scoring, sentence-level max aggregation, and dialogue windowing, but the actual code implementation is a simple, direct forward pass of the NLI model on the raw dataset columns. Additionally, there is a hallucinated citation from the future (2025)."
gemini-3.1-pro-preview,iclr2025_scope,False,0,5,"The paper is exceptionally well-grounded in the provided code and logs. It accurately reports the methodology, metrics, and results for the experiments that were successfully completed (H-E1, H-M1, H-M2). All reported numbers match the output JSON files perfectly. Furthermore, the paper transparently and correctly states that the downstream fine-tuning experiments (H-M3, H-M4) were not executed/completed, which aligns with the Out-Of-Memory (OOM) error seen in the H-M3 logs. The paper also explicitly flags an unverified citation as a limitation. No hallucinations were found."
gemini-3.1-pro-preview,iclr2025_scsl,True,1,5,"The paper is largely accurate and faithfully reports the methodology, mathematical formulations, and experimental results found in the provided code and logs. However, it hallucinates the existence and successful execution of a large test suite, which is completely absent from the provided materials."
gemini-3.1-pro-preview,iclr2025_verifai,True,3,5,"The paper contains severe hallucinations regarding its methodology and experimental results. While the code successfully generates solutions and stratifies them into difficulty tiers, it completely lacks the implementation for extracting P(True) confidence scores, computing Expected Calibration Error (ECE), and performing temperature scaling. Consequently, all reported results related to ECE, DELTA_ECE, confidence correlations, and temperature scaling are entirely fabricated."
gemini-3.1-pro-preview,iclr2025_wsl,True,4,5,"The paper contains multiple severe hallucinations. It cites nonexistent future papers and fundamentally misrepresents the methodology implemented in the code for the NFT encoder, the augmentation strategy, and the oracle canonicalization."
gpt-5.4,iclr2025_bi_align,True,7,5,"Hallucinations were found. The paper contains multiple serious mismatches with the provided code and outputs: several methodological descriptions are inaccurate, at least some citations appear dubious, and the h-m4 regression table reports results that do not match the saved experiment outputs. The issues are substantial rather than minor formatting errors."
gpt-5.4,iclr2025_buildingtrust,True,5,5,"Hallucinations were found. The most serious issue is that the paper's strongest mechanism claim relies on a misloaded 1.4B-PPO model, making those reported results unreliable. There are also clear methodology mismatches (4-shot vs actual 0-shot MMLU, incorrect checkpoint identities), plus a mathematical misstatement and at least one dubious citation. These issues materially weaken the paper."
gpt-5.4,iclr2025_data_problems,True,6,5,"Hallucinations were found. The most serious issues are misreporting the core entropy methodology, mathematical inconsistency in significance claims, and likely fabricated or mock-derived H-M2 training/results. Citation quality is also unreliable. Overall, the paper is not trustworthy as a faithful report of the provided experiments."
gpt-5.4,iclr2025_dl4c,True,6,5,"Hallucinations were found. The strongest issues are unsupported or likely nonexistent citations, incorrect mathematical claims about how variance affects GRPO advantages, and unsupported experimental claims about validation tests and detailed CSV contents. The paper's core empirical result of 0 prescreened problems is supported by the logs, but several surrounding claims are overstated or mathematically inaccurate."
gpt-5.4,iclr2025_mldpr,True,5,5,"Hallucinations were found. The most serious issues are a mismatch between the reported methodology and the implemented scorer, reliance on unverified likely nonexistent citations for core claims, and inconsistent experimental records that cast doubt on the reported final results."
gpt-5.4,iclr2025_question,True,5,5,"Hallucinations were found. The most serious issues are methodological misreporting: the paper describes a substantially different method from the one implemented, and it also reports unsupported baseline and testing results. There is also at least one likely fabricated citation. The numerical H-E1/H-M1 results for the raw contradiction-score experiment appear grounded in the code, but the paper's broader claims are not reliably aligned with the actual experiments."
gpt-5.4,iclr2025_scope,True,6,4,"Hallucinations were found. The strongest issues are unsupported/nonexistent citations and a mathematical inconsistency in the proposed budgeted rank-allocation formula. There are also milder paper-code mismatches where the methodology is overstated relative to the implemented gate logic. The core reported H-E1/H-M1/H-M2 results do appear grounded in the provided code and logs, but the paper is not fully free of hallucinations."
gpt-5.4,iclr2025_scsl,True,3,5,"Hallucinations were found. The core numerical experiment results mostly align with the provided results.json and logs, but the paper contains notable inaccuracies in reported experimental setup and implementation details, including a wrong random seed, incorrect training preprocessing description, and unsupported claims about test-suite execution. These issues are moderate in severity because they affect reproducibility and trustworthiness, though the main reported metrics themselves are corroborated by the supplied outputs."
gpt-5.4,iclr2025_verifai,True,4,5,"Hallucinations were found. The most serious issues are unsupported/fabricated presentation of experimental results relative to the logged failed run, plus a mismatch between the claimed P(True) methodology and the implementation. There is also a mathematical misstatement in the P(True) equation and at least one likely nonexistent citation."
gpt-5.4,iclr2025_wsl,True,5,5,"Hallucinations were found. The strongest issues are methodological misreporting of the so-called mediation analysis, mathematical inconsistency in the target definition, suspicious/nonexistent citations, and several result inconsistencies suggesting some numbers were not faithfully reported from the executed code. The core h-e1 robustness comparison is supported by code, but the paper contains notable overclaiming and fabrication around surrounding analyses."
grok-4.3,iclr2025_bi_align,True,1,4,"Hallucinations were found, primarily nonexistent citations. The paper fabricates supporting references from 2025 to bolster its claims. Experimental results and methodology appear internally consistent with the provided code but rely on these invalid citations. Severity is moderate."
grok-4.3,iclr2025_buildingtrust,False,0,4,"The paper appears to be free of hallucinations. All reported metrics, Spearman rho values, argmax redistribution rates, Brier reliability partitions, and ECE comparisons are consistent with the provided experimental code, logs, and figures. The mechanistic conclusions (H2 dominance) and gate results align with the computed data."
grok-4.3,iclr2025_data_problems,True,2,4,"Hallucinations were found. The core methodology (direction of conditional entropy) is reversed between text and code, and several reported statistics appear fabricated or post-hoc adjusted rather than directly produced by the supplied implementation."
grok-4.3,iclr2025_dl4c,True,1,4,"Hallucinations found: several nonexistent citations to fabricated 2025 papers. Experimental results, math, and methodology are consistent with provided code/logs (real 0% pass rate outcome)."
grok-4.3,iclr2025_mldpr,True,1,4,"Hallucinations were found: primarily nonexistent/fake citations for the core DTS framework and prior empirical work. The methodology, code, and experimental results appear internally consistent with real API data collection, but the unverifiable citations undermine the paper's scholarly integrity. Severity is moderate-high due to reliance on these sources for all key claims."
grok-4.3,iclr2025_question,False,0,5,"The paper appears to be free of hallucinations. All reported AUROC values, statistical tests, and experimental details match the actual execution logs and code outputs from the provided experiment files."
grok-4.3,iclr2025_scope,False,0,4,"The paper appears to be free of hallucinations. All reported metrics (CV, ICC, Kendall's tau values) match the experimental results and code outputs exactly. Experiments H-M3/H-M4 are correctly noted as unexecuted. Citations are appropriately flagged where unverified."
grok-4.3,iclr2025_scsl,False,0,5,"The paper appears to be free of hallucinations. All reported metrics, methodology, equations, and experimental details are directly supported by the executed code and results files."
grok-4.3,iclr2025_verifai,True,1,4,"Hallucinations were found. The most severe issue is faked experimental results: the paper presents polished quantitative findings on a benchmark whose evaluation logs show repeated fatal failures, meaning the reported numbers and figures could not have been produced by the supplied code."
grok-4.3,iclr2025_wsl,True,1,4,"Hallucinations were found. The paper contains multiple nonexistent citations to fabricated future works with invalid arXiv IDs. The experimental methodology, results, and code execution appear consistent with each other, but the citation issues violate academic integrity."
